Occupant Number,0,1,2,3,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Occupant ID,S1_Office_-_Private_O1,S1_Office_-_Private_O2,S1_Office_-_Private_O3,S1_Office_-_Private_O4,S1_Office_-_Private_O5,S2_Office_-_Private_O5,S2_Office_-_Private_O6,S2_Office_-_Private_O7,S2_Office_-_Private_O8,S2_Office_-_Private_O9,S2_Office_-_Private_O10,S2_Office_-_Private_O11,S3_Office_-_Private_O1,S3_Office_-_Private_O2,S3_Office_-_Private_O3,S3_Office_-_Private_O4,S3_Office_-_Private_O5,S3_Office_-_Private_O6,S3_Office_-_Private_O7,S3_Office_-_Private_O8,S3_Office_-_Private_O9,S3_Office_-_Private_O10,S3_Office_-_Private_O11,S4_Office_-_Private_O1,S4_Office_-_Private_O2,S4_Office_-_Private_O3,S4_Office_-_Private_O4,S4_Office_-_Private_O5,S4_Office_-_Private_O6,S4_Office_-_Private_O7,S4_Office_-_Private_O8,S4_Office_-_Private_O9,S4_Office_-_Private_O10,S4_Office_-_Private_O11,S5_Office_-_Private_O1,S5_Office_-_Private_O2,S5_Office_-_Private_O3,S5_Office_-_Private_O4,S5_Office_-_Private_O5,S5_Office_-_Private_O6,S5_Office_-_Private_O7,S5_Office_-_Private_O8,S5_Office_-_Private_O9,S5_Office_-_Private_O10,S5_Office_-_Private_O11
Step,Time,S1_Office_-_Private,S2_Office_-_Private,S3_Office_-_Private,S4_Office_-_Private,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828, 3/23 13:0:00,0.490218662,0.199355681,0.845654097,0.776526172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7829, 3/23 13:15:00,0.534949935,0.292371183,0.526432927,0.658882108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7830, 3/23 13:30:00,0.664586413,0.462066452,0.870272498,0.697605423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7831, 3/23 13:45:00,0.601693737,0.740464266,0.734059166,0.593024102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7832, 3/23 14:0:00,0.257365768,0.701463412,0.610187619,0.553957198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833, 3/23 14:15:00,0.403211937,0.445561344,0.662459682,0.672557013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7834, 3/23 14:30:00,0.496299456,0.632183906,1,0.74579506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835, 3/23 14:45:00,0.493314155,0.680298286,0.623429214,0.510146489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836, 3/23 15:0:00,0.768969108,0.882699996,0.613016853,0.661071803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7837, 3/23 15:15:00,0.415731015,0.777139536,0.665646863,0.567152353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7838, 3/23 15:30:00,0.504201812,0.433283319,0.266021184,0.416958607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839, 3/23 15:45:00,0.73733482,0.630536376,0.404549635,0.403291234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840, 3/23 16:0:00,0.44550984,0.552232169,0.699833226,0.619096946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841, 3/23 16:15:00,0.460986777,0.622128865,0.58900764,0.808086832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842, 3/23 16:30:00,0.545853873,0.42433261,0.584687178,0.336177661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843, 3/23 16:45:00,0.507079128,0.350962344,0.604076519,0.699787267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844, 3/23 17:0:00,0.330306936,0.502855083,0.546407325,0.605220003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845, 3/23 17:15:00,0.272793752,0.602231413,0.42094272,0.525160836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846, 3/23 17:30:00,0.338556411,0.306554088,0.24666154,0.146633013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847, 3/23 17:45:00,0.1,0.229771987,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848, 3/23 18:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849, 3/23 18:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850, 3/23 18:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851, 3/23 18:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852, 3/23 19:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853, 3/23 19:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854, 3/23 19:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855, 3/23 19:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856, 3/23 20:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857, 3/23 20:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858, 3/23 20:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859, 3/23 20:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860, 3/23 21:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861, 3/23 21:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862, 3/23 21:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863, 3/23 21:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864, 3/23 22:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865, 3/23 22:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866, 3/23 22:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867, 3/23 22:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868, 3/23 23:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869, 3/23 23:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870, 3/23 23:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871, 3/23 23:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872, 3/24 0:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873, 3/24 0:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874, 3/24 0:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875, 3/24 0:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876, 3/24 1:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877, 3/24 1:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7878, 3/24 1:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879, 3/24 1:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7880, 3/24 2:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881, 3/24 2:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882, 3/24 2:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883, 3/24 2:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884, 3/24 3:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885, 3/24 3:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886, 3/24 3:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887, 3/24 3:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7888, 3/24 4:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889, 3/24 4:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890, 3/24 4:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891, 3/24 4:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892, 3/24 5:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893, 3/24 5:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894, 3/24 5:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895, 3/24 5:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896, 3/24 6:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897, 3/24 6:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898, 3/24 6:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899, 3/24 6:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900, 3/24 7:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901, 3/24 7:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902, 3/24 7:30:00,0.1,0.1,0.1,0.264816195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903, 3/24 7:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904, 3/24 8:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905, 3/24 8:15:00,0.1,0.1,0.214781743,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906, 3/24 8:30:00,0.507893284,0.330949172,0.472860386,0.251919276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907, 3/24 8:45:00,0.556156027,0.38459971,0.349019985,0.335340128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908, 3/24 9:0:00,0.811397181,0.680959733,0.462801632,0.595667986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909, 3/24 9:15:00,0.303614764,0.864846557,0.527538464,0.732407638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910, 3/24 9:30:00,0.784609321,0.827537576,0.676716856,0.755355659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911, 3/24 9:45:00,0.651045764,0.351956753,0.658070692,0.358054024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912, 3/24 10:0:00,0.424025556,0.685230383,0.736248423,0.865283613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913, 3/24 10:15:00,0.525468298,0.571401581,0.627939863,0.365865209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914, 3/24 10:30:00,0.611706051,0.706325941,0.8950005,0.388133222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915, 3/24 10:45:00,0.906830548,0.673520609,0.518275074,0.384915198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916, 3/24 11:0:00,0.616040583,0.348111382,0.63777622,0.493862496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917, 3/24 11:15:00,0.542917465,0.695465457,0.390235964,0.31965885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918, 3/24 11:30:00,0.1,0.509836466,0.572086717,0.484224181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919, 3/24 11:45:00,0.118891109,0.535728394,0.217038882,0.565319696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920, 3/24 12:0:00,0.335709528,0.474791498,0.395622466,0.360946555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921, 3/24 12:15:00,0.182687575,0.746875669,0.1,0.109557448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922, 3/24 12:30:00,0.1,0.514252319,0.395693772,0.122568967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7923, 3/24 12:45:00,0.813537098,0.269862301,0.762114406,0.195401665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7924, 3/24 13:0:00,0.773680225,0.547605827,0.932764473,0.395597413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7925, 3/24 13:15:00,0.59779341,0.338080574,0.745428067,0.388490623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926, 3/24 13:30:00,0.617269347,0.351322621,0.745686994,0.639959605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927, 3/24 13:45:00,0.613642294,0.35702293,0.720799654,0.639037768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928, 3/24 14:0:00,0.573563246,0.635987693,0.466112263,0.390620039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7929, 3/24 14:15:00,0.615589895,0.52145787,0.584618695,0.682737764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930, 3/24 14:30:00,0.502875708,0.506728845,0.430118332,0.35795804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7931, 3/24 14:45:00,0.548024233,0.467968962,0.721472948,0.546050509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932, 3/24 15:0:00,0.360922703,0.45628476,0.618155282,0.547436414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933, 3/24 15:15:00,0.519251429,0.412608323,0.70148506,0.428358525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7934, 3/24 15:30:00,0.444400857,0.221619072,0.806786302,0.434550455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7935, 3/24 15:45:00,0.538502985,0.686142625,0.395576832,0.515970955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936, 3/24 16:0:00,0.419975624,0.400017442,0.717342942,0.48775366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937, 3/24 16:15:00,0.432440847,0.411280762,0.77419447,0.558000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938, 3/24 16:30:00,0.575775499,0.322535525,0.536187063,0.545232104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939, 3/24 16:45:00,0.569535138,0.45200529,0.689529289,0.622427168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940, 3/24 17:0:00,0.42115041,0.514326571,0.751557352,0.556876643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941, 3/24 17:15:00,0.448505359,0.237679457,0.555304734,0.776562624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942, 3/24 17:30:00,0.284219353,0.1,0.262793942,0.269270113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943, 3/24 17:45:00,0.1,0.1,0.153659038,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7944, 3/24 18:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945, 3/24 18:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7946, 3/24 18:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7947, 3/24 18:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948, 3/24 19:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7949, 3/24 19:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950, 3/24 19:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951, 3/24 19:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7952, 3/24 20:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7953, 3/24 20:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954, 3/24 20:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955, 3/24 20:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956, 3/24 21:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957, 3/24 21:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7958, 3/24 21:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959, 3/24 21:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960, 3/24 22:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961, 3/24 22:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7962, 3/24 22:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963, 3/24 22:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7964, 3/24 23:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965, 3/24 23:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7966, 3/24 23:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7967, 3/24 23:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968, 3/25 0:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7969, 3/25 0:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970, 3/25 0:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7971, 3/25 0:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972, 3/25 1:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973, 3/25 1:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974, 3/25 1:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975, 3/25 1:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7976, 3/25 2:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7977, 3/25 2:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978, 3/25 2:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979, 3/25 2:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980, 3/25 3:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981, 3/25 3:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7982, 3/25 3:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7983, 3/25 3:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984, 3/25 4:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985, 3/25 4:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986, 3/25 4:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987, 3/25 4:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7988, 3/25 5:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989, 3/25 5:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7990, 3/25 5:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7991, 3/25 5:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992, 3/25 6:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993, 3/25 6:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7994, 3/25 6:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7995, 3/25 6:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7996, 3/25 7:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7997, 3/25 7:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7998, 3/25 7:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999, 3/25 7:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000, 3/25 8:0:00,0.11110354,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001, 3/25 8:15:00,0.213985208,0.1,0.1,0.287697189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002, 3/25 8:30:00,0.406945572,0.512235581,0.385225223,0.223478882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003, 3/25 8:45:00,0.468992608,0.364284123,0.686867986,0.450073939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004, 3/25 9:0:00,0.287759988,0.58826782,0.57711557,0.425105665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005, 3/25 9:15:00,0.790282337,0.456392754,0.582695661,0.37456438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006, 3/25 9:30:00,0.408805734,0.38390048,0.714404315,0.523787796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8007, 3/25 9:45:00,0.872797652,0.358130628,0.510608258,0.244734735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
