Occupant Number,0,1,2,3,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Occupant ID,S1_Office_-_Private_O1,S1_Office_-_Private_O2,S1_Office_-_Private_O3,S1_Office_-_Private_O4,S1_Office_-_Private_O5,S2_Office_-_Private_O5,S2_Office_-_Private_O6,S2_Office_-_Private_O7,S2_Office_-_Private_O8,S2_Office_-_Private_O9,S2_Office_-_Private_O10,S2_Office_-_Private_O11,S3_Office_-_Private_O1,S3_Office_-_Private_O2,S3_Office_-_Private_O3,S3_Office_-_Private_O4,S3_Office_-_Private_O5,S3_Office_-_Private_O6,S3_Office_-_Private_O7,S3_Office_-_Private_O8,S3_Office_-_Private_O9,S3_Office_-_Private_O10,S3_Office_-_Private_O11,S4_Office_-_Private_O1,S4_Office_-_Private_O2,S4_Office_-_Private_O3,S4_Office_-_Private_O4,S4_Office_-_Private_O5,S4_Office_-_Private_O6,S4_Office_-_Private_O7,S4_Office_-_Private_O8,S4_Office_-_Private_O9,S4_Office_-_Private_O10,S4_Office_-_Private_O11,S5_Office_-_Private_O1,S5_Office_-_Private_O2,S5_Office_-_Private_O3,S5_Office_-_Private_O4,S5_Office_-_Private_O5,S5_Office_-_Private_O6,S5_Office_-_Private_O7,S5_Office_-_Private_O8,S5_Office_-_Private_O9,S5_Office_-_Private_O10,S5_Office_-_Private_O11
Step,Time,S1_Office_-_Private,S2_Office_-_Private,S3_Office_-_Private,S4_Office_-_Private,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008, 3/25 10:0:00,0.427360978,0.321774687,0.370800687,0.494253791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009, 3/25 10:15:00,0.398316989,0.291673215,0.703463111,0.2800664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010, 3/25 10:30:00,0.577816884,0.19507253,0.282773408,0.704349137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011, 3/25 10:45:00,0.65246684,0.283579685,0.800788163,0.699971012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012, 3/25 11:0:00,0.653534405,0.640019343,0.525284423,0.564975842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013, 3/25 11:15:00,0.754685463,0.575791362,0.43348445,0.523568092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014, 3/25 11:30:00,0.489118526,0.557644895,0.401461373,0.755555008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015, 3/25 11:45:00,0.492810792,0.556717572,0.146153053,0.744694965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8016, 3/25 12:0:00,0.288181043,0.299115338,0.154831455,0.331754821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8017, 3/25 12:15:00,0.447461354,0.373541866,0.677283177,0.255064017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018, 3/25 12:30:00,0.1,0.229010613,0.818590557,0.181981899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019, 3/25 12:45:00,0.381088775,0.206591381,0.185705373,0.54251039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020, 3/25 13:0:00,0.395065748,0.627974393,0.581383929,0.548084518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021, 3/25 13:15:00,0.396774137,0.667619298,0.429959603,0.603910138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022, 3/25 13:30:00,0.836988628,0.442052173,0.664043636,0.17492208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023, 3/25 13:45:00,0.717030623,0.312954516,0.562727728,0.447551407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024, 3/25 14:0:00,0.420429643,0.619413624,0.500712098,0.714616445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025, 3/25 14:15:00,0.670320727,0.946996388,0.715555801,0.44516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026, 3/25 14:30:00,0.538586101,0.61171753,0.596472426,0.525455383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027, 3/25 14:45:00,0.780222179,0.444097942,0.526504318,0.373979486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8028, 3/25 15:0:00,0.456933191,0.240406688,0.55720244,0.357016499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029, 3/25 15:15:00,0.669469968,0.425026843,0.754954219,0.298848704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030, 3/25 15:30:00,0.625222649,0.670731468,1,0.424795312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031, 3/25 15:45:00,0.696133904,0.498877814,0.451382272,0.444375481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032, 3/25 16:0:00,0.59953824,0.372196763,0.494019889,0.607494411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033, 3/25 16:15:00,0.776264995,0.353198842,0.300601927,0.444027184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034, 3/25 16:30:00,0.337232637,0.547497241,0.624398019,0.607078026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035, 3/25 16:45:00,0.287412036,0.337512688,0.466352746,0.714709941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036, 3/25 17:0:00,0.355913791,0.403541093,0.737870104,0.534675447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037, 3/25 17:15:00,0.311001221,0.278956128,0.337660317,0.369074731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038, 3/25 17:30:00,0.1,0.1,0.156569095,0.267298212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039, 3/25 17:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040, 3/25 18:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041, 3/25 18:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042, 3/25 18:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043, 3/25 18:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044, 3/25 19:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045, 3/25 19:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046, 3/25 19:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047, 3/25 19:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048, 3/25 20:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049, 3/25 20:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050, 3/25 20:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051, 3/25 20:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052, 3/25 21:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053, 3/25 21:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054, 3/25 21:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055, 3/25 21:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056, 3/25 22:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8057, 3/25 22:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058, 3/25 22:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059, 3/25 22:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8060, 3/25 23:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8061, 3/25 23:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062, 3/25 23:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8063, 3/25 23:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8064, 3/26 0:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8065, 3/26 0:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8066, 3/26 0:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8067, 3/26 0:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8068, 3/26 1:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069, 3/26 1:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070, 3/26 1:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071, 3/26 1:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8072, 3/26 2:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073, 3/26 2:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074, 3/26 2:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8075, 3/26 2:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8076, 3/26 3:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077, 3/26 3:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8078, 3/26 3:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8079, 3/26 3:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080, 3/26 4:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081, 3/26 4:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082, 3/26 4:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083, 3/26 4:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084, 3/26 5:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8085, 3/26 5:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8086, 3/26 5:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8087, 3/26 5:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088, 3/26 6:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8089, 3/26 6:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090, 3/26 6:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091, 3/26 6:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8092, 3/26 7:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8093, 3/26 7:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8094, 3/26 7:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095, 3/26 7:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8096, 3/26 8:0:00,0.1,0.1,0.360272521,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8097, 3/26 8:15:00,0.123693358,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098, 3/26 8:30:00,0.370000697,0.1,0.131937785,0.398130186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8099, 3/26 8:45:00,0.737586273,0.341047042,0.550770114,0.265249024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100, 3/26 9:0:00,0.429175012,0.567270614,0.434848083,0.524935294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8101, 3/26 9:15:00,0.640237187,0.623135665,0.541639359,0.791810189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102, 3/26 9:30:00,0.543255149,0.50087569,1,0.589729399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103, 3/26 9:45:00,0.554938592,0.58936942,0.557155889,0.424500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104, 3/26 10:0:00,0.625763659,0.834042826,0.633191295,0.544253385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105, 3/26 10:15:00,0.482964301,0.675771423,0.73274028,0.777771357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8106, 3/26 10:30:00,0.635604344,0.645089023,0.953013469,0.481708518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8107, 3/26 10:45:00,0.649199972,0.658126153,0.888104971,0.600294689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108, 3/26 11:0:00,0.253611306,0.352350375,0.497549139,0.504146572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8109, 3/26 11:15:00,0.361953277,0.576045934,0.682413519,0.436795182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110, 3/26 11:30:00,0.213884427,0.502166224,0.302292322,0.558062914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111, 3/26 11:45:00,0.318923557,0.497921752,0.270923661,0.641659302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112, 3/26 12:0:00,0.289210142,0.49649187,0.287922198,0.4439564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113, 3/26 12:15:00,0.195704094,0.1,0.434042832,0.422052809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114, 3/26 12:30:00,0.334004833,0.303665867,0.435419664,0.421656084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115, 3/26 12:45:00,0.341028198,0.547387235,0.631032414,0.418820287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8116, 3/26 13:0:00,0.482404548,0.477832017,0.206068502,0.594041015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117, 3/26 13:15:00,0.197724826,0.925309629,0.1,0.550768702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118, 3/26 13:30:00,0.683554565,0.622839041,0.415519113,0.871999605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119, 3/26 13:45:00,0.675007878,0.515812966,0.271513662,0.591764294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8120, 3/26 14:0:00,0.525543635,0.620101455,0.704267433,0.848835419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121, 3/26 14:15:00,0.777704321,0.530021085,0.68123156,0.246183469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122, 3/26 14:30:00,0.865114926,0.533783386,0.982624879,0.375035639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123, 3/26 14:45:00,0.794470083,0.546405607,0.694006411,0.245595779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124, 3/26 15:0:00,0.931322844,0.622584463,0.6550741,0.366643594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125, 3/26 15:15:00,0.629579549,0.528197196,0.593176705,0.560372047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126, 3/26 15:30:00,0.519947962,1,0.483568997,0.266284259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127, 3/26 15:45:00,0.490045536,0.658440801,0.500491451,0.511756791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128, 3/26 16:0:00,0.69796898,0.729276594,0.664751468,0.470358987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129, 3/26 16:15:00,0.679795993,0.744089603,0.559236687,0.454317933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130, 3/26 16:30:00,0.778486767,0.604854975,0.534340859,0.429741549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131, 3/26 16:45:00,0.569763068,0.28405636,0.721054605,0.275914293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132, 3/26 17:0:00,0.557357893,0.146939963,0.659686901,0.301061139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133, 3/26 17:15:00,0.564438232,0.111388107,0.657243986,0.184563779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134, 3/26 17:30:00,0.181074795,0.198057262,0.371523509,0.103130407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8135, 3/26 17:45:00,0.1,0.215300352,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136, 3/26 18:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137, 3/26 18:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138, 3/26 18:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8139, 3/26 18:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140, 3/26 19:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141, 3/26 19:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142, 3/26 19:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143, 3/26 19:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144, 3/26 20:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145, 3/26 20:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146, 3/26 20:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8147, 3/26 20:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148, 3/26 21:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149, 3/26 21:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150, 3/26 21:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8151, 3/26 21:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8152, 3/26 22:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153, 3/26 22:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154, 3/26 22:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155, 3/26 22:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156, 3/26 23:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8157, 3/26 23:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158, 3/26 23:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159, 3/26 23:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160, 3/27 0:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161, 3/27 0:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162, 3/27 0:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163, 3/27 0:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164, 3/27 1:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165, 3/27 1:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166, 3/27 1:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167, 3/27 1:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168, 3/27 2:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169, 3/27 2:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170, 3/27 2:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171, 3/27 2:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172, 3/27 3:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173, 3/27 3:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174, 3/27 3:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175, 3/27 3:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176, 3/27 4:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177, 3/27 4:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178, 3/27 4:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179, 3/27 4:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180, 3/27 5:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181, 3/27 5:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182, 3/27 5:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183, 3/27 5:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184, 3/27 6:0:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185, 3/27 6:15:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186, 3/27 6:30:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187, 3/27 6:45:00,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
